id,article_id,domain,repository,hash_dir1,hash_dir2,commit,notebooks_count,setups_count,requirements_count,notebooks,setups,requirements,processed,pipfiles_count,pipfile_locks_count,pipfiles,pipfile_locks
1913,1164,github.com,MozesBlom/NGSdata_tools,e2,eb25bfdc272e095848da86e350575da9be4121,283afa1384202540bfc412db607aa4b77b9b9522,0,0,0,"","","",8329,0,0,"",""
1914,1164,github.com,ekg/Vcflib,15,e93506ea331bd434fe6d1359e7f4d970047eda,7c1a31a430d339adcb9a0c2fd3fd02d3b30e3549,0,0,0,"","","",8329,0,0,"",""
1915,1164,github.com,edgardomortiz/vcf2phylip,3e,5a45eb55519931c5cc29904fc5a18f1b484c81,0eb1b804ab52284241b82584c1879fe2f3ae7ca8,0,0,0,"","","",8329,0,0,"",""
1916,1167,github.com,qLSLab/ExTaxsI,9a,1152c21c4ab476e3024d5d1863febdbdce430c,3959870b984fe2902a921b45d5e09efad5cd6cc9,1,1,1,library/functions_installation_and_tutorial.ipynb,library/setup.py,requirements.txt,8329,0,0,"",""
1917,1167,github.com,qLSLab/extaxsi,87,d718643438cfc7ece7a1295ec1123f8e93e81a,3959870b984fe2902a921b45d5e09efad5cd6cc9,1,1,1,library/functions_installation_and_tutorial.ipynb,library/setup.py,requirements.txt,8329,0,0,"",""
1918,1168,github.com,mrmckain/Fast-Plast,1d,ace44aa1394b4968ccf28d4539ba5bb769d69b,c3afbeb85b77db7830f78e9646b5b342958d6c81,0,0,0,"","","",8329,0,0,"",""
1919,1169,github.com,kmcdannell/helium-empirical-bayes,db,4f53d08c3e062c72ef880e8f45ff1432b28f1f,bc0bdeaa41d7afe2ca143cd262eaa66a15fc81b0,1,0,0,Empirical-Bayes-Resampling.ipynb,"","",8329,0,0,"",""
1920,1171,github.com,fl16180/gtrends-tools,d8,27b8beaa66f83827ac0e21dc3fe06d2d56fad1,7af4c9b18345911aa8642eb9a45d4291bb1a4017,0,1,0,"",setup.py,"",8329,0,0,"",""
1921,1172,github.com,bulik/ldsc,e6,6aa9d8d326c0858b2839c40cf1b1f5d9b6238c,aa33296abac9569a6422ee6ba7eb4b902422cc74,0,1,1,"",setup.py,requirements.txt,8329,0,0,"",""
1922,1172,github.com,ruthchia/MyastheniaGravis_AnalysisCode,e9,d526641cb2717ed190316b00d81de3412e173c,c5fe4552f1b36cee07b16799a6f42313aec481af,1,0,0,05.Genetic_correlation_LDSC/05_01.Readme_MG.GeneticCorrelation.ipynb,"","",8321,0,0,"",""
1923,1173,github.com,nanoporetech/read_until_api,4d,50326ef7761cfd5c438d17f478bf5e2819ae44,501450835bec121629ec9b51e10b708ad4b67947,0,1,1,"",setup.py,requirements.txt,8329,0,0,"",""
1924,1173,github.com,richardmleggett/adaptive_sampling,1e,119d36bb9a6b6d04a433939947fa1e55af82c3,b8c148a07d725ad60e90371d54cab95077eec085,0,0,0,"","","",8329,0,0,"",""
1925,1173,github.com,SR-Martin/Adaptive-Sequencing-Analysis-Scripts,a6,ffedccb318b8b00f673f1e2b83813b86421cc9,4f8e3285933bf8211ed5170218fdb0b5403de6cc,0,0,0,"","","",8329,0,0,"",""
1926,1173,github.com,richardmleggett/MMParse,6a,bcfb571e630e353961b86b4821a72c4cac0f64,288eee546663d84507897987ffc86cfd5519c521,0,0,0,"","","",8329,0,0,"",""
1927,1174,github.com,MetabolicEngineeringGroupCBMA/Pereira_et_al_2022,94,2b2c16988531b5dc3085bf07eeef327daf10ee,24764d1f7312eff14584baade9b0436a8a2c82d8,9,0,0,notebooks/pYPK0_TDH3_ScACC1_PGI1_.ipynb;notebooks/pYPK0_TDH3_ScACC1_PGI1.ipynb;notebooks/DNA_sequencing_results.ipynb;notebooks/AccTet.ipynb;notebooks/pYPK0_TEF1_YlACC1_TDH3.ipynb;notebooks/pYPK0_TEF1_ScACC1_TDH3.ipynb;notebooks/pYPK0_TEF1_YlACC1_TDH3_ScACC1_PGI1.ipynb;notebooks/pYPK0_TEF1_ScACC1_TDH3_YlACC1_PGI1.ipynb;notebooks/pYPK0_TDH3_YlACC1_PGI1.ipynb,"","",8321,0,0,"",""
1928,1175,github.com,GabrielBalabanResearch/TCRpower,7c,76f05d12250c8d3d5c7874177e4c24575ae295,9b128fa6253e49e7190279dbda219f60874b9da4,1,1,0,example_powercalculations.ipynb,setup.py,"",8321,0,0,"",""
1929,1179,github.com,psychosensing/popane-2021,46,e4ebeec18df13b62aac4a1ce549ecf4d68b7c3,fc007245e83f66b1ab0d594353b9bdd04446dce1,2,0,1,"ipython_notebooks/Advanced example.ipynb;ipython_notebooks/Basic example.ipynb","",requirements.txt,8321,0,0,"",""
1930,1180,github.com,jpchavat/ecd-uy,4d,8b48b8420d44d98807688edd2906e495cd1e0d,c3fa279f76799d806c1a3864aadcb30be7e3d9f5,4,0,0,EWH-subset-Technical-validation.ipynb;THC-subset-Technical-validation-Postprocessing.ipynb;DEC-subset-Technical-validation.ipynb;THC-subset-Technical-validation.ipynb,"","",8321,0,0,"",""
1931,1181,github.com,jefflee1103/Lee_Wing-SARS2,86,09bebe8e674ede807fdc438a2d3c69863cdc73,bf463e797c51f1a72de075ac1c9d60abf6fd5863,1,0,0,smFISH/analaysis-codes/Spatial-distribution-analysis/Spatial-analysis.ipynb,"","",8321,0,0,"",""
1932,1181,github.com,fish-quant/big-fish,b5,78ca31cab1cdfd9f6a9e0d25f4fab256edf5db,e951ea850b18be4be70c5d0a419ba524c3a59ada,0,1,1,"",setup.py,requirements.txt,8329,0,0,"",""
1933,1183,github.com,AlexeyAB/darknet,58,35dc047198822920d46f3a080e6b61d2be236a,ed59050950b5a890a2a1d1c69547250c436a5968,0,0,0,"","","",8329,0,0,"",""
1934,1185,github.com,saalfeldlab/render,71,84e59c2ab236f3c6eb8e412c30402393e957fe,e493cf5cdacc1d282105328bea9e7090f15b83e2,0,0,0,"","","",8329,0,0,"",""
1935,1185,github.com,hoogenboom-group/iCAT-workflow,77,4979ea19cb3b94a9005c94f36f4bf63a0f58b6,8bf8b429650b0e02f9309fe18ed1497535d47e40,8,1,0,notebooks/6_iCAT-correlate.ipynb;notebooks/4_iCAT-overlay.ipynb;notebooks/5_iCAT-world.ipynb;notebooks/7_iCAT-export.ipynb;notebooks/2_iCAT-montage.ipynb;notebooks/3_iCAT-align.ipynb;notebooks/FAST-EM_import.ipynb;notebooks/1_iCAT-import.ipynb,setup.py,"",8321,0,0,"",""
1936,1185,github.com,AllenInstitute/render-python,77,f0c3297eb841b831dd24d90c5d49b94a8d24a0,c4a1ba489055c872730f45a5b2e100881cc211a7,1,1,1,docs/examples/apply_alignment_transforms_to_otherStacks2.ipynb,setup.py,requirements.txt,8321,0,0,"",""
1937,1185,github.com,AllenInstitute/BigFeta,21,b67dbdb5d7806e6b04ec24ab913a843048cf59,a86995a941e50d4a57c0b5d6479392cd1885ce3b,0,1,2,"",setup.py,requirements.txt;docs/requirements.txt,8329,0,0,"",""
1938,1185,github.com,hoogenboom-group/secdetect,9d,51cd8569ec884aa292d6e1b52950061c28289f,52dc079b504290b9e0374b1af832cc2f8a054743,11,1,0,notebooks/section_mapper.ipynb;notebooks/LoG.ipynb;notebooks/SLIC.ipynb;notebooks/template_matching.ipynb;notebooks/manual_segmentation.ipynb;notebooks/watershedding.ipynb;notebooks/exploring_parameters.ipynb;notebooks/KMeans.ipynb;notebooks/contours.ipynb;notebooks/example.ipynb;legacy/notebooks/legacy_run-through.ipynb,setup.py,"",8321,0,0,"",""
1939,1185,github.com,delmic/odemis,e9,af511902c8ae9e3f03ed60d0748ebb0b9ce5f8,c25a39e963a287bdef6becef4067b86fcb0e5d37,0,2,1,"",setup.py;install/windows/setup.py,requirements.txt,8329,0,0,"",""
1940,1189,github.com,AllenCellModeling/pytorch_integrated_cell,79,d0376c9934df8b94430d1061150f18bc056901,8a83fc6f8dc79037f4b681d9d7ef0bc5b91e9948,10,1,1,"examples/loading_models.ipynb;examples/latent_variation.ipynb;examples/plot_error.ipynb;examples/paper_plos_2020/3_ELBO_demo 3D_single_channel.ipynb;examples/paper_plos_2020/7_latent_space_visualization.ipynb;examples/paper_plos_2020/6_3D_cell_mage_printing.ipynb;examples/paper_plos_2020/2_model_compare_3D.ipynb;examples/paper_plos_2020/4_ELBO_ablation.ipynb;examples/paper_plos_2020/5_drug_embedding.ipynb;examples/paper_plos_2020/1_model_compare_2D.ipynb",setup.py,requirements.txt,8321,0,0,"",""
1941,1189,github.com,AllenCell/aicsfeature,b1,78f8c39045d6c44dd5e1da0e0da166a46e77e7,306a08341dc304075eaf4516a00ff3373d51ea23,4,1,1,demo/test_qcb_database_featurex.ipynb;demo/test_qcb_database_upload.ipynb;demo/test_qcb_database_analysis.ipynb;demo/cell_nuc_feats.ipynb,setup.py,requirements.txt,8321,0,0,"",""
1942,1189,github.com,CellProfiling/FeatureExtraction,a2,9f84f571bd6efb5f8debb811f84b6a17d63dd5,b69348a81e24b07a6fd028324d647c21a45ceb7f,0,0,0,"","","",8329,0,0,"",""
1943,1191,github.com,maximtrp/scikit-posthocs,c6,ae4e7d97cfec119a39d28411896ea9192a3641,85dbdf2cdcb61a97ca1126e2cd913dcc67c90a03,1,1,2,usage-examples.ipynb,setup.py,requirements.txt;docs/requirements.txt,8321,0,0,"",""
1944,1191,github.com,gumpy-bci/gumpy,2f,58a593a54f75e4d0e2c3d369a854c1167210b0,abd8230dc50bd8b0a2348c6e08a1bba1c0ed3146,3,1,0,examples/notebooks/EEG-motor-imagery-CSP.ipynb;examples/notebooks/EEG-motor-imagery.ipynb;examples/notebooks/EMG-script.ipynb,setup.py,"",8321,0,0,"",""
1945,1192,github.com,cerr/CERR,a2,cfdcda2c0d7e310530dfb1c4c3572e2dff5b63,4282ed4b2045c6733099a21192bad065edb83f70,0,1,0,"",Python_packages/surface-distance/setup.py,"",8329,0,0,"",""
1946,1193,github.com,bmrb-io/PyNMRSTAR,f8,b246b76d1477dc31059424f9798d146857f2f9,97c7abbe17a1b436280bf0517044f8de93c05ad9,0,2,2,"",setup.py;c/setup.py,requirements.txt;docs/requirements.txt,8329,0,0,"",""
1947,1193,github.com,bmrb-io/BMRB-API,cb,719399b404a48b7387d6ea5b4c4a6cdf08363d,507a890ffe544f8b6be19fdd3c6252070fc78ee7,1,0,1,"documentation/notebooks/Vicinal Disulfides.ipynb","",server/wsgi/requirements.txt,8321,0,0,"",""
1948,1193,github.com,bmrb-io/PyBMRB,41,613eea8a73c7f6fce6284d95e0229c35dbbcc9,8a0e45d917c57dbafcb6a60842c899ed438777be,0,1,2,"",setup.py,requirements.txt;docs/requirements.txt,8329,0,0,"",""
1949,1193,github.com,bmrb-io/RBMRB,52,2b26a2861bc1829074730933df5b4131f1fcbc,16ff6897dffd7a7359d6d66dd8b3f9f29adafce9,0,0,0,"","","",8329,0,0,"",""
1950,1194,github.com,lemaslab/reproducible_metabolomics_study_checklist,fe,a4c55d32b0c3abecaf68041b47d057aa0d118e,dae852be5fdc6cf28245eec27fcf182794480dcf,0,0,0,"","","",8329,0,0,"",""
1951,1196,github.com,breno-madruga/analysis-covid-manuscripts,9f,856a54eb63aa6a1407b3d2c84a45e600a90ded,6bbcfdecb490fbc5924d94fc5abe97b687fbb94f,2,0,0,preprocessing_pipeline/notebooks/Merge_datasets.ipynb;preprocessing_pipeline/notebooks/Preprocess_datasets.ipynb,"","",8321,0,0,"",""
1952,1197,github.com,fooof-tools/DevelopmentalDemo,fd,f7029b16b46e0a80940c689a9ce1b10bb9342e,01dee2b0a60d153e3e1621584861b623f4a06066,2,0,1,Python/01-IndividualPSD.ipynb;Python/02-GroupPSDs.ipynb,"",requirements.txt,8321,0,0,"",""
1953,1198,github.com,hms-dbmi/Access-to-Data-using-PIC-SURE-API,76,1e7bc1ea82ec7277b235070043048add31deba,f59177cca33bfc7b71966c39d5c4dc2cafb46d62,25,0,3,NCATS_Genomic_Information_Commons/Python/PICSURE_API_101.ipynb;BCH_Precision_Link_Biobank/python/PrecisionLink_PICSURE_API.ipynb;NIH_Undiagnosed_Diseases_Network/Python/PICSURE_API_101.ipynb;NIH_Undiagnosed_Diseases_Network/Python/udn_data_characterization.ipynb;NIH_Undiagnosed_Diseases_Network/R/PICSURE_API_101.ipynb;NHLBI_BioData_Catalyst/R/4_Genomic_Queries.ipynb;NHLBI_BioData_Catalyst/R/7_Harmonization_with_PICSURE.ipynb;NHLBI_BioData_Catalyst/R/5_LongitudinalData.ipynb;NHLBI_BioData_Catalyst/R/0_Export_from_UI.ipynb;NHLBI_BioData_Catalyst/R/2_TOPMed_DCC_Harmonized_Variables_analysis.ipynb;NHLBI_BioData_Catalyst/R/1_PICSURE_API_101.ipynb;NHLBI_BioData_Catalyst/R/3_PheWAS.ipynb;NHLBI_BioData_Catalyst/R/ORCHID_COVID19.ipynb;NHLBI_BioData_Catalyst/R/6_Sickle_Cell.ipynb;NHLBI_BioData_Catalyst/R/Workspace_setup.ipynb;NHLBI_BioData_Catalyst/python/4_Genomic_Queries.ipynb;NHLBI_BioData_Catalyst/python/7_Harmonization_with_PICSURE.ipynb;NHLBI_BioData_Catalyst/python/5_LongitudinalData.ipynb;NHLBI_BioData_Catalyst/python/0_Export_from_UI.ipynb;NHLBI_BioData_Catalyst/python/2_TOPMed_DCC_Harmonized_Variables_analysis.ipynb;NHLBI_BioData_Catalyst/python/1_PICSURE_API_101.ipynb;NHLBI_BioData_Catalyst/python/3_PheWAS.ipynb;NHLBI_BioData_Catalyst/python/ORCHID_COVID19_python.ipynb;NHLBI_BioData_Catalyst/python/6_Sickle_Cell.ipynb;NHLBI_BioData_Catalyst/python/Workspace_setup.ipynb,"",NCATS_Genomic_Information_Commons/Python/requirements.txt;BCH_Precision_Link_Biobank/python/requirements.txt;NIH_Undiagnosed_Diseases_Network/Python/requirements.txt,8321,0,0,"",""
1954,1199,github.com,EBISPOT/DUO,6e,f3de8c7ce0fe82e20bf525a5b86a062f40f2d5,81f5c3d9cc5a3e13614fdeaed53ace2496d7c095,0,0,0,"","","",8329,0,0,"",""
1955,1199,github.com,ga4gh-duri/ga4gh-duri.github.io,19,ab544273f680fe9faa6f4c31bd4e3dcf2a6694,82546d502c78ca341035a75c69f36edc8c50927a,0,0,0,"","","",8329,0,0,"",""
1956,1200,github.com,theislab/cellrank_reproducibility,06,8338ef3547bee138eddb61a31788a5c11ce16b,c1b9232caacd15fdd16914007fab4890b136109f,34,0,0,notebooks/fig_5_benchmarking/stemnet/ML_2020-10-17_plot_fates_and_trends.ipynb;notebooks/fig_5_benchmarking/stemnet/analysis_notebooks/MK_2020-10-17_stemnet.ipynb;notebooks/fig_5_benchmarking/palantir/ML_2021-10-26_palantir.ipynb;notebooks/fig_5_benchmarking/fateid/MK_2020-10-17_plot_trends.ipynb;notebooks/fig_5_benchmarking/fateid/ML_2021-10-26_plot_fate_bias.ipynb;notebooks/fig_5_benchmarking/fateid/analysis_notebooks/MK_2020-10-17_extract_fate_bias.ipynb;notebooks/fig_5_benchmarking/velocyto/MK_2020-12-01_velocyto.ipynb;notebooks/fig_5_benchmarking/velocyto/MK_2021-04-19_velocyto_knn_grid_compute.ipynb;notebooks/fig_5_benchmarking/velocyto/MK_2021-04-19_velocyto_knn_grid_plot.ipynb;notebooks/suppl_fig_GPCCA/ML_2021-10-26_GPCCA.ipynb;notebooks/fig_4_mef_reprogramming/ML_2021-09-23_mef_reprogramming.ipynb;notebooks/edf_3_uncertainty/ML_2021-10-26_uncertainty.ipynb;notebooks/compute_time_benchmark/MK_2020-10-16_compute_time_benchmark.ipynb;notebooks/compute_time_benchmark/preprocessing_notebooks/MK_2020-10-16_preprocess_data.ipynb;notebooks/compute_time_benchmark/preprocessing_notebooks/MK_2020-10-16_generate_splits.ipynb;notebooks/compute_time_benchmark/preprocessing_notebooks/MK_2020-10-16_merge_data.ipynb;notebooks/compute_time_benchmark/analysis_notebooks/MK_2020-10-16_palantir.ipynb;notebooks/compute_time_benchmark/analysis_notebooks/MK_2021-01-11_velocyto.ipynb;notebooks/compute_time_benchmark/analysis_notebooks/MK_2020-10-16_STEMNET.ipynb;notebooks/compute_time_benchmark/analysis_notebooks/MK_2020-10-16_gpcca.ipynb;notebooks/compute_time_benchmark/analysis_notebooks/utils/MK_2020-10-16_save_drivers.ipynb;notebooks/memory_benchmark/MK_2020-10-16_memory_benchmark.ipynb;notebooks/memory_benchmark/MK_2020-10-16_memory_benchmark_1_core.ipynb;notebooks/edf_6_pancreas_ductal/ML_2021-09-22_pancreas_ductal.ipynb;notebooks/fig_6_lung/ML_2021-09-24_fig_6_lung.ipynb;notebooks/fig_1_concept/ML_2021-09-21_fig_1_concept.ipynb;notebooks/fig_2_pancreas_main/ML_2021-09-21_fig_2_and_3_pancreas_main.ipynb;notebooks/suppl_fig_robustness/MK_2020-10-16_robustness.ipynb;notebooks/suppl_fig_robustness/analysis_notebooks/MK_2021-01-20_weight_connectivities.ipynb;notebooks/suppl_fig_robustness/analysis_notebooks/MK_2020-10-16_subset.ipynb;notebooks/suppl_fig_robustness/analysis_notebooks/MK_2020-10-16_n_neighbors.ipynb;notebooks/suppl_fig_robustness/analysis_notebooks/MK_2020-10-16_n_pcs.ipynb;notebooks/suppl_fig_robustness/analysis_notebooks/MK_2020-10-16_n_top_hvgs.ipynb;notebooks/suppl_fig_robustness/analysis_notebooks/MK_2020-10-16_min_shared_counts.ipynb,"","",8321,0,0,"",""
1957,1200,github.com,msmdev/pyGPCCA,de,8db2f7821e8b636ab601f286a7a7a8be3995fe,09e817e0b1aef5f7a6da9d091b1ea92bcf80cc1e,1,1,2,docs/source/example.ipynb,setup.py,requirements.txt;docs/requirements.txt,8321,0,0,"",""
1958,1201,github.com,computationalpathologygroup/ASAP,8a,193da321fe3e18cdf88f11c920b71f3dbc3a1c,e8dd88f5ef41f39e473b1092199a4805354bec93,0,0,0,"","","",8329,0,0,"",""
1959,1201,github.com,Kaggle/docker-python,8d,316419ffe61b60484316d9021501c703441fe9,0ef9f1433b3caa3c9a3616594c5326ffabd21054,2,0,0,tests/data/notebook.ipynb;tests/data/jupyter_tensorboard.ipynb,"","",8321,0,0,"",""
1960,1201,github.com,DIAGNijmegen/panda-challenge,f8,e80a2997f68cc4d94d7a8f6ec712b52beeb204,2c13b5303e5538dc11d364447d9ae70c75545d41,1,0,1,notebooks/getting-started-with-the-panda-dataset.ipynb,"",requirements.txt,8321,0,0,"",""
1961,1203,github.com,BetaGenomeNinja/EL57,2a,ca39153ff68633b7f13971f5875732619a3276,bd333a49e8f57dea9b804d0066311c27e2cefe91,0,0,0,"","","",8329,0,0,"",""
1962,1204,github.com,LAD-PUCRS/Arena_SARS-BCG,b4,82f1ba2cbd7c1e92e0e4e61c84ad2e2bf5a41e,5fda0ef67608cc462dd1acda375f112dc472b04b,0,0,0,"","","",8329,0,0,"",""
1963,1205,github.com,gcallander/OnlineOD,2f,e425f689708ede344aa5b4fc28962a57bef122,859d68b37aaafca993a2e521bde1f51f43dd483f,2,0,0,OD-Template.ipynb;OD-Meter-Matlab.ipynb,"","",8329,0,0,"",""
1964,1206,github.com,industrial-optimization-group/Interactive-Multiobjective-Optimization-for-Finding-the-Most-Suitable-Exercise-Therapy-in-Knee-Osteo,40,52c04fbea0d838d42f95a1f433acad2c60ce82,01081fba89ef0143e5896dd0216456759ea7339e,1,0,0,Cost_effective_therapy_notebook-Copy4.ipynb,"","",8321,0,0,"",""
1965,1207,github.com,msel-source/meflib,b0,392624675a6c350fff0a38b211419222aaa689,cc339dc1e9a0fef31e78f4c67bbf8384f787d7d8,0,0,0,"","","",8329,0,0,"",""
1966,1207,github.com,msel-source/pymef,ae,ceda465a285348f4789cbac978b3c8c5a04688,ad7b4a2c239de70d4276b8a0101ba32a788deae8,0,1,0,"",setup.py,"",8329,0,0,"",""
1967,1207,github.com,MaxvandenBoom/matmef,f8,cd8dc693088022ac2f476c17bba0c57c98a341,0bb120107052aed0b25ac8f2bef5a84a5e82331d,0,0,0,"","","",8329,0,0,"",""
1968,1207,github.com,bids-standard/bids-matlab,fb,0f76475ab6dbcc669c895a6d7a702fad14ccaa,f5e87445a49c3fab78bf3e5783102f76d7c1ead3,6,0,2,examples/02_BIDS-Matlab_derivatives.ipynb;examples/04_BIDS-Matlab_new_datasets.ipynb;examples/01_BIDS-Matlab_basics.ipynb;examples/05_BIDS-Matlab_report.ipynb;examples/06_BIDS-Matlab_tsv_json.ipynb;examples/03_BIDS-Matlab_filenames_and_metadata.ipynb,"",requirements.txt;docs/requirements.txt,8329,0,0,"",""
1969,1209,github.com,jbloomlab/SARS-CoV-2-RBD_DMS,8b,11c418bff899766c6764b4455dad08595ee498,14a3beb05df714e9881685871852b825d79d1b9c,10,0,0,count_variants.ipynb;analyze_counts.ipynb;interactive_heatmap.ipynb;global_epistasis_expression.ipynb;process_ccs.ipynb;build_variants.ipynb;logoplots_of_muteffects.ipynb;global_epistasis_binding.ipynb;SRA_upload/upload_to_SRA.ipynb;data/build_barcode_runs.ipynb,"","",8321,0,0,"",""
1970,1209,github.com,juan-rodriguez-rivas/covmut,5b,6b2443c6853d79166b2273da77abe5a4bdecb0,1d86ab032ebcb011d303adb094be0cf0acd74582,0,0,0,"","","",8329,0,0,"",""
1971,1210,github.com,manning-lab/ukb-covid-gxe,11,a0a0dedb73b9c1e0ecc25cf7ea80a638f51ffa,c7cffff1c6211954893791045418c5ef8ff62227,3,0,0,notebooks/prep_phenotypes.ipynb;notebooks/gwis-summary.ipynb;notebooks/gwis-summary-20210121.ipynb,"","",8329,0,0,"",""
1972,1211,github.com,tanaylab/tglkmeans,94,532a13c68774ea4267743d44754f721f754b17,dce57c1d4334b4a21c94d6c98bb8317bad42f6a6,0,0,0,"","","",8329,0,0,"",""
1973,1212,github.com,IUIDSL/kgap_lincs-idg,91,92c6d7f05b338816948d9ffe84ef9a4ffbae3d,cc59da2ac3147a98922b259be2d2467a87bd2b6b,2,0,0,"python/ROC_Val kgap_lincs-idg.ipynb;python/ROC_Analysis_DrugCentral_full.ipynb","","",8329,0,0,"",""
1974,1213,github.com,dcdace/Domain-general,44,f9424c2d61ddc21269ffb7252fe819d97f605a,f118883472f0010bde91cc5dded50b4eeee9712f,2,0,1,Brain_Visualisation_Notebook_v01.ipynb;Analysis_Notebook_v14.ipynb,"",requirements.txt,8321,0,0,"",""
1975,1214,github.com,mvlasceanu/COVIDsource,16,c0bb8d743d549b89b12751a30584d673789ef9,c0ea0a1a0614580e17b5ecc6d51bd61372a7c988,2,0,0,COVIDsource-Vaccines-STUDY2.ipynb;COVIDsource.ipynb,"","",8321,0,0,"",""
1976,1215,github.com,farhat-lab/mtb-illumina-wgs-evaluation,7b,aef47b077a54e3009174e5d7239b28ac786ac0,70696b54a791a7419fc7ecce531d0f580b497969,26,0,0,DataAnalysis/210323_IlluminaEval_Part5_VariantCallingBenchmarking/210129_1_A_HapPy_VC_PR_Curves_PilonVCing_SNPs_And_INDELs.ipynb;DataAnalysis/210323_IlluminaEval_Part5_VariantCallingBenchmarking/210129_1_C_HapPy_VC_PR_Curves_PilonVCing_INDELs_StratifiedByLength.ipynb;DataAnalysis/210323_IlluminaEval_Part5_VariantCallingBenchmarking/210129_1_B_HapPy_VC_PR_Curves_PilonVCing_SNPs_StratifiedBy_Mappability_And_SVs_4SetsOfRegions.ipynb;DataAnalysis/210323_IlluminaEval_Part3_SequencingBias_Analysis/210315_9_A_CoverageBias_And_GCcontent_Parsing_V2.ipynb;DataAnalysis/210323_IlluminaEval_Part3_SequencingBias_Analysis/210315_9_B_CoverageBias_And_GCcontent_Analysis_V2.ipynb;DataAnalysis/210323_IlluminaEval_Part2_EBR_And_Pmap_GenomeWideAnalysis/210113_3_B_GeneLevelEvaluation_EBR_and_Pmappability_Analysis_V4.ipynb;DataAnalysis/210323_IlluminaEval_Part2_EBR_And_Pmap_GenomeWideAnalysis/210113_3_A_GeneLevelEvaluation_EBR_And_Pmappability_ParsingAndMerging_V4.ipynb;DataAnalysis/210323_IlluminaEval_Part2_EBR_And_Pmap_GenomeWideAnalysis/210112_2_B_EBR_EvaluatingDistr_Of_NAN_EBR_Scores.ipynb;DataAnalysis/210323_IlluminaEval_Part2_EBR_And_Pmap_GenomeWideAnalysis/210113_4_A_BaseLevelAnalysis_Compare_EBR_And_PileupMappability_Between_PLC_and_PHC_Regions_V5.ipynb;DataAnalysis/210323_IlluminaEval_Part2_EBR_And_Pmap_GenomeWideAnalysis/210112_2_D_EBR_Analysis_LowRecallPositons_BreakdownOfVariant_Tags_V7.ipynb;DataAnalysis/210323_IlluminaEval_Part2_EBR_And_Pmap_GenomeWideAnalysis/210316_5_VisualizingGenomeMetrics_AcrossH37rv_V2.ipynb;DataAnalysis/210323_IlluminaEval_Part2_EBR_And_Pmap_GenomeWideAnalysis/210112_1_Genmap_H37rv_MappabilityAnalysis_Varying_K_and_E_V1.ipynb;DataAnalysis/210323_IlluminaEval_Part2_EBR_And_Pmap_GenomeWideAnalysis/210112_2_C_ParsingAndAnalysis_Ambigous_EBR_Regions_V1.ipynb;DataAnalysis/210323_IlluminaEval_Part2_EBR_And_Pmap_GenomeWideAnalysis/210112_2_A_Parse_IndivEBR_Results_ConvertToAggregate_EBR36CI.ipynb;DataAnalysis/210323_IlluminaEval_Part1_Initial_DataParsingAndProcessing/210123_B_NucDiff_AnalysisOf_SVs_V6.ipynb;DataAnalysis/210323_IlluminaEval_Part1_Initial_DataParsingAndProcessing/210109_MakingPhylogeny_B_VisualizePhylo_WiPacBioSNPs_36CI_NoOutgroup_V5.ipynb;DataAnalysis/210323_IlluminaEval_Part1_Initial_DataParsingAndProcessing/201027_A_Calc_GCcontent_ForCircularGenome_H37rv_V2.ipynb;DataAnalysis/210323_IlluminaEval_Part1_Initial_DataParsingAndProcessing/201027_A_0_H37Rv_ReferenceProcessing_V1.ipynb;DataAnalysis/210323_IlluminaEval_Part1_Initial_DataParsingAndProcessing/210108_0_AssemblyAndSequencing_Evaluation_Part1_Parsing_V1.ipynb;DataAnalysis/210323_IlluminaEval_Part1_Initial_DataParsingAndProcessing/210108_0_AssemblyAndSequencing_Evaluation_Part2_ExploringData_V1.ipynb;DataAnalysis/210323_IlluminaEval_Part1_Initial_DataParsingAndProcessing/210123_A_Parsing_NucDiff_Output_V5.ipynb;DataAnalysis/210323_IlluminaEval_Part1_Initial_DataParsingAndProcessing/210109_MakingPhylogeny_A_InferPhylo_WiPacBioSNPs_36CI_NoOutgroup_V5.ipynb;DataAnalysis/210323_IlluminaEval_Part6_RefinedLowConfidence_Benchmarking/210219_3_B_HapPy_VC_PR_Curves_V2_UsingMinimap2GroundTruth_PilonVCing_SNPs_And_INDELs_EBR_V7_WiRLCRemoved.ipynb;DataAnalysis/210323_IlluminaEval_Part6_RefinedLowConfidence_Benchmarking/210202_3_A_Define_RefinedLowConfidenceRegions_V1.ipynb;DataAnalysis/210323_IlluminaEval_Part4_FalsePositives_Analysis/210201_1_A_Exploring_FalsePositives_Parsing.ipynb;DataAnalysis/210323_IlluminaEval_Part4_FalsePositives_Analysis/210201_1_B_Exploring_FalsePositives_Analysis.ipynb,"","",8321,0,0,"",""
1977,1216,github.com,nmdp-bioinformatics/b-leader,b3,25268ed011b5446d0d7f01f9e1808bed40fb74,80a53528ea09b028630eafdb03f98f0a1cb42cc2,3,0,2,example/hla_b_leader_example.ipynb;analysis/leader_analysis.ipynb;tests/qc/qc_labeling.ipynb,"",requirements.txt;analysis/requirements.txt,8321,0,0,"",""
1978,1217,github.com,poldracklab/pydeface,59,13d9952a54b3633595dcfa02d99d48b788d1a9,69a17a6817634d78c12aea955f981d48890bac96,0,1,0,"",setup.py,"",8329,0,0,"",""
