id,article_id,pmid,meshid,mesh_label,toplevelmeshid,toplevelmeshlabel
3095,578,36095122,D018441,Biofilms,A20,"Bacterial Structures"
3096,578,36095122,D018441,Biofilms,G06,"Microbiological Phenomena"
3097,578,36095122,D020869,"Gene Expression Profiling",E05,"Investigative Techniques"
3098,578,36095122,D006801,Humans,B01,Eukaryota
3099,578,36095122,D011552,"Pseudomonas Infections",C01,Infections
3100,578,36095122,D011550,"Pseudomonas aeruginosa",B03,Bacteria
3101,578,36095122,D047090,beta-Lactams,D02,"Organic Chemicals"
3102,578,36095122,D047090,beta-Lactams,D03,"Heterocyclic Compounds"
3103,579,36139412,D000595,"Amino Acid Sequence",G02,"Chemical Phenomena"
3104,579,36139412,D000595,"Amino Acid Sequence",L01,"Information Science"
3105,579,36139412,D004247,DNA,D13,"Nucleic Acids, Nucleotides, and Nucleosides"
3106,579,36139412,D006657,Histones,D12,"Amino Acids, Peptides, and Proteins"
3107,579,36139412,D056004,"Molecular Dynamics Simulation",E05,"Investigative Techniques"
3108,579,36139412,D056004,"Molecular Dynamics Simulation",G02,"Chemical Phenomena"
3109,579,36139412,D056004,"Molecular Dynamics Simulation",L01,"Information Science"
3110,579,36139412,D009707,Nucleosomes,A11,Cells
3111,579,36139412,D009707,Nucleosomes,D12,"Amino Acids, Peptides, and Proteins"
3112,579,36139412,D009707,Nucleosomes,G05,"Genetic Phenomena"
3113,580,36085310,D019359,Knowledge,K01,Humanities
3114,580,36085310,D051188,"Knowledge Bases",L01,"Information Science"
3115,580,36085310,D000069550,"Machine Learning",G17,"Mathematical Concepts"
3116,580,36085310,D000069550,"Machine Learning",L01,"Information Science"
3117,580,36085310,D010363,"Pattern Recognition, Automated",L01,"Information Science"
3118,580,36085310,D011506,Proteins,D12,"Amino Acids, Peptides, and Proteins"
3119,581,36083280,D000818,Animals,B01,Eukaryota
3120,581,36083280,D017173,"Caenorhabditis elegans",B01,Eukaryota
3121,581,36083280,D029742,"Caenorhabditis elegans Proteins",D12,"Amino Acids, Peptides, and Proteins"
3122,581,36083280,D004435,Eating,G07,"Physiological Phenomena"
3123,581,36083280,D004435,Eating,G10,"Digestive System and Oral Physiological Phenomena"
3124,581,36083280,D005247,"Feeding Behavior",F01,"Behavior and Behavior Mechanisms"
3125,581,36083280,D005247,"Feeding Behavior",G07,"Physiological Phenomena"
3126,581,36083280,D008124,Locomotion,G07,"Physiological Phenomena"
3127,581,36083280,D008124,Locomotion,G11,"Musculoskeletal and Neural Physiological Phenomena"
3128,582,36084008,D000465,Algorithms,G17,"Mathematical Concepts"
3129,582,36084008,D000465,Algorithms,L01,"Information Science"
3130,582,36084008,D000818,Animals,B01,Eukaryota
3131,582,36084008,D004247,DNA,D13,"Nucleic Acids, Nucleotides, and Nucleosides"
3132,582,36084008,D004331,"Drosophila melanogaster",B01,Eukaryota
3133,582,36084008,D016571,"Neural Networks, Computer",G17,"Mathematical Concepts"
3134,582,36084008,D016571,"Neural Networks, Computer",L01,"Information Science"
3135,582,36084008,D020218,"Response Elements",G02,"Chemical Phenomena"
3136,582,36084008,D020218,"Response Elements",G05,"Genetic Phenomena"
3137,582,36084008,D012984,Software,L01,"Information Science"
3138,583,36083874,D059027,Recycling,N06,"Environment and Public Health"
3139,585,36076037,D015374,"Biosensing Techniques",E05,"Investigative Techniques"
3140,585,36076037,D002118,Calcium,D01,"Inorganic Chemicals"
3141,585,36076037,D002118,Calcium,D23,"Biological Factors"
3142,585,36076037,D008856,"Microscopy, Fluorescence",E01,Diagnosis
3143,585,36076037,D008856,"Microscopy, Fluorescence",E05,"Investigative Techniques"
3144,585,36076037,D038761,Photobleaching,G02,"Chemical Phenomena"
3145,586,36075964,D001921,Brain,A08,"Nervous System"
3146,586,36075964,D001931,"Brain Mapping",E01,Diagnosis
3147,586,36075964,D001931,"Brain Mapping",E05,"Investigative Techniques"
3148,586,36075964,D006212,Hallucinations,C10,"Nervous System Diseases"
3149,586,36075964,D006212,Hallucinations,C23,"Pathological Conditions, Signs and Symptoms"
3150,586,36075964,D006212,Hallucinations,F01,"Behavior and Behavior Mechanisms"
3151,586,36075964,D006801,Humans,B01,Eukaryota
3152,586,36075964,D008279,"Magnetic Resonance Imaging",E01,Diagnosis
3153,586,36075964,D010300,"Parkinson Disease",C10,"Nervous System Diseases"
3154,587,36076268,D057286,"Electronic Health Records",E05,"Investigative Techniques"
3155,587,36076268,D057286,"Electronic Health Records",N04,"Health Services Administration"
3156,587,36076268,D057286,"Electronic Health Records",N05,"Health Care Quality, Access, and Evaluation"
3157,587,36076268,D057286,"Electronic Health Records",N06,"Environment and Public Health"
3158,587,36076268,D006801,Humans,B01,Eukaryota
3159,587,36076268,D012984,Software,L01,"Information Science"
3160,587,36076268,D039061,"Systematized Nomenclature of Medicine",L01,"Information Science"
3161,588,36071045,D000465,Algorithms,G17,"Mathematical Concepts"
3162,588,36071045,D000465,Algorithms,L01,"Information Science"
3163,588,36071045,D000069550,"Machine Learning",G17,"Mathematical Concepts"
3164,588,36071045,D000069550,"Machine Learning",L01,"Information Science"
3165,590,36067153,D000818,Animals,B01,Eukaryota
3166,590,36067153,D006801,Humans,B01,Eukaryota
3167,590,36067153,D003681,Dehydration,C18,"Nutritional and Metabolic Diseases"
3168,590,36067153,D003681,Dehydration,C23,"Pathological Conditions, Signs and Symptoms"
3169,590,36067153,D017433,"Protein Structure, Secondary",G02,"Chemical Phenomena"
3170,590,36067153,D011506,Proteins,D12,"Amino Acids, Peptides, and Proteins"
3171,590,36067153,D058467,Tardigrada,B01,Eukaryota
3172,592,35950872,D006801,Humans,B01,Eukaryota
3173,592,35950872,D000071158,"Leucine-Rich Repeat Serine-Threonine Protein Kinase-2",D08,"Enzymes and Coenzymes"
3174,592,35950872,D000071158,"Leucine-Rich Repeat Serine-Threonine Protein Kinase-2",D12,"Amino Acids, Peptides, and Proteins"
3175,592,35950872,D008870,Microtubules,A11,Cells
3176,592,35950872,D009154,Mutation,G05,"Genetic Phenomena"
3177,592,35950872,D010300,"Parkinson Disease",C10,"Nervous System Diseases"
3178,592,35950872,D010766,Phosphorylation,G02,"Chemical Phenomena"
3179,592,35950872,D010766,Phosphorylation,G03,Metabolism
3180,592,35950872,D010766,Phosphorylation,G03,"[OBSOLETE] Metabolic Phenomena"
3181,592,35950872,D011485,"Protein Binding",G02,"Chemical Phenomena"
3182,592,35950872,D011485,"Protein Binding",G03,Metabolism
3183,592,35950872,D011485,"Protein Binding",G03,"[OBSOLETE] Metabolic Phenomena"
3184,593,36068239,D000900,"Anti-Bacterial Agents",D27,"Chemical Actions and Uses"
3185,593,36068239,D001688,"Biological Products",D20,"Complex Mixtures"
3186,593,36068239,D053898,"Biosynthetic Pathways",G02,"Chemical Phenomena"
3187,593,36068239,D053898,"Biosynthetic Pathways",G03,Metabolism
3188,593,36068239,D053898,"Biosynthetic Pathways",G03,"[OBSOLETE] Metabolic Phenomena"
3189,593,36068239,D016680,"Genome, Bacterial",G05,"Genetic Phenomena"
3190,593,36068239,D055624,"Methicillin-Resistant Staphylococcus aureus",B03,Bacteria
3191,593,36068239,D005810,"Multigene Family",G05,"Genetic Phenomena"
3192,594,36068219,D005557,Formaldehyde,D02,"Organic Chemicals"
3193,594,36068219,D015894,"Genome, Human",G05,"Genetic Phenomena"
3194,594,36068219,D006801,Humans,B01,Eukaryota
3195,594,36068219,D009154,Mutation,G05,"Genetic Phenomena"
3196,594,36068219,D016612,"Paraffin Embedding",E01,Diagnosis
3197,594,36068219,D016612,"Paraffin Embedding",E05,"Investigative Techniques"
3198,594,36068219,D016707,"Tissue Fixation",E01,Diagnosis
3199,594,36068219,D016707,"Tissue Fixation",E05,"Investigative Techniques"
3200,595,36062906,D000818,Animals,B01,Eukaryota
3201,595,36062906,D000077321,"Deep Learning",G17,"Mathematical Concepts"
3202,595,36062906,D000077321,"Deep Learning",L01,"Information Science"
3203,595,36062906,D006624,Hippocampus,A08,"Nervous System"
3204,595,36062906,D009474,Neurons,A08,"Nervous System"
3205,595,36062906,D009474,Neurons,A11,Cells
3206,595,36062906,D012377,Rodentia,B01,Eukaryota
3207,596,36054209,D000818,Animals,B01,Eukaryota
3208,596,36054209,D029721,"Drosophila Proteins",D12,"Amino Acids, Peptides, and Proteins"
3209,596,36054209,D044127,"Epigenesis, Genetic",G05,"Genetic Phenomena"
3210,596,36054209,D006657,Histones,D12,"Amino Acids, Peptides, and Proteins"
3211,596,36054209,D008239,Lysine,D12,"Amino Acids, Peptides, and Proteins"
3212,596,36054209,D051379,Mice,B01,Eukaryota
3213,596,36054209,D000066450,"Mouse Embryonic Stem Cells",A11,Cells
3214,596,36054209,D063151,"Polycomb Repressive Complex 2",D05,"Macromolecular Substances"
3215,596,36054209,D063151,"Polycomb Repressive Complex 2",D08,"Enzymes and Coenzymes"
3216,596,36054209,D063151,"Polycomb Repressive Complex 2",D12,"Amino Acids, Peptides, and Proteins"
3217,596,36054209,D063146,"Polycomb-Group Proteins",D05,"Macromolecular Substances"
3218,596,36054209,D063146,"Polycomb-Group Proteins",D12,"Amino Acids, Peptides, and Proteins"
3219,597,36056115,D019295,"Computational Biology",H01,"Natural Science Disciplines"
3220,597,36056115,D019295,"Computational Biology",L01,"Information Science"
3221,597,36056115,D000078332,"Data Analysis",H01,"Natural Science Disciplines"
3222,597,36056115,D007091,"Image Processing, Computer-Assisted",L01,"Information Science"
3223,597,36056115,D015203,"Reproducibility of Results",E05,"Investigative Techniques"
3224,597,36056115,D015203,"Reproducibility of Results",N05,"Health Care Quality, Access, and Evaluation"
3225,597,36056115,D015203,"Reproducibility of Results",N06,"Environment and Public Health"
3226,597,36056115,D012984,Software,L01,"Information Science"
3227,597,36056115,D057188,Workflow,L01,"Information Science"
3228,598,36052992,D000818,Animals,B01,Eukaryota
3229,598,36052992,D053118,"Influenza A Virus, H1N1 Subtype",B04,Viruses
3230,598,36052992,D053122,"Influenza A Virus, H3N2 Subtype",B04,Viruses
3231,598,36052992,D009980,"Influenza A virus",B04,Viruses
3232,598,36052992,D009976,"Orthomyxoviridae Infections",C01,Infections
3233,598,36052992,D016865,"Reassortant Viruses",B04,Viruses
3234,598,36052992,D013552,Swine,B01,Eukaryota
3235,598,36052992,D013553,"Swine Diseases",C22,"Animal Diseases"
3236,598,36052992,D014611,Vaccination,E02,Therapeutics
3237,598,36052992,D014611,Vaccination,E05,"Investigative Techniques"
3238,598,36052992,D014611,Vaccination,N02,"Health Care Facilities, Manpower, and Services"
3239,598,36052992,D014611,Vaccination,N06,"Environment and Public Health"
3240,599,36136551,D000225,Adenine,D03,"Heterocyclic Compounds"
3241,599,36136551,D000595,"Amino Acid Sequence",G02,"Chemical Phenomena"
3242,599,36136551,D000595,"Amino Acid Sequence",L01,"Information Science"
3243,599,36136551,D005690,Galactose,D09,Carbohydrates
3244,599,36136551,D009699,"N-Glycosyl Hydrolases",D08,"Enzymes and Coenzymes"
3245,599,36136551,D018515,"Plant Leaves",A18,"Plant Structures"
3246,599,36136551,D037121,"Plant Lectins",D12,"Amino Acids, Peptides, and Proteins"
3247,599,36136551,D010940,"Plant Proteins",D12,"Amino Acids, Peptides, and Proteins"
3248,599,36136551,D010944,Plants,B01,Eukaryota
3249,599,36136551,D012335,"RNA, Ribosomal",D13,"Nucleic Acids, Nucleotides, and Nucleosides"
3250,599,36136551,D054788,"Ribosome Inactivating Proteins",D08,"Enzymes and Coenzymes"
3251,599,36136551,D054788,"Ribosome Inactivating Proteins",D12,"Amino Acids, Peptides, and Proteins"
3252,599,36136551,D012270,Ribosomes,A11,Cells
3253,599,36136551,D012276,Ricin,D08,"Enzymes and Coenzymes"
3254,599,36136551,D012276,Ricin,D12,"Amino Acids, Peptides, and Proteins"
3255,599,36136551,D027923,Sambucus,B01,Eukaryota
3256,599,36136551,D027924,"Sambucus nigra",B01,Eukaryota
3257,600,36050311,D003198,"Computer Simulation",L01,"Information Science"
3258,600,36050311,D000077321,"Deep Learning",G17,"Mathematical Concepts"
3259,600,36050311,D000077321,"Deep Learning",L01,"Information Science"
3260,600,36050311,D005544,Forecasting,I01,"Social Sciences"
3261,600,36050311,D016571,"Neural Networks, Computer",G17,"Mathematical Concepts"
3262,600,36050311,D016571,"Neural Networks, Computer",L01,"Information Science"
3263,600,36050311,D014887,Weather,G16,"Biological Phenomena"
3264,600,36050311,D014887,Weather,N06,"Environment and Public Health"
3265,602,36077293,D016638,"Critical Illness",C23,"Pathological Conditions, Signs and Symptoms"
3266,602,36077293,D006801,Humans,B01,Eukaryota
3267,602,36077293,D007362,"Intensive Care Units",N02,"Health Care Facilities, Manpower, and Services"
3268,602,36077293,D011014,Pneumonia,C01,Infections
3269,602,36077293,D011014,Pneumonia,C08,"Respiratory Tract Diseases"
3270,602,36077293,D012128,"Respiratory Distress Syndrome",C08,"Respiratory Tract Diseases"
3271,602,36077293,D018805,Sepsis,C01,Infections
3272,602,36077293,D018805,Sepsis,C23,"Pathological Conditions, Signs and Symptoms"
3273,602,36077293,D055815,"Young Adult",M01,Persons
3274,604,36040302,D000465,Algorithms,G17,"Mathematical Concepts"
3275,604,36040302,D000465,Algorithms,L01,"Information Science"
3276,604,36040302,D001921,Brain,A08,"Nervous System"
3277,604,36040302,D001931,"Brain Mapping",E01,Diagnosis
3278,604,36040302,D001931,"Brain Mapping",E05,"Investigative Techniques"
3279,604,36040302,D017753,Ecosystem,G16,"Biological Phenomena"
3280,604,36040302,D017753,Ecosystem,N06,"Environment and Public Health"
3281,604,36040302,D000069550,"Machine Learning",G17,"Mathematical Concepts"
3282,604,36040302,D000069550,"Machine Learning",L01,"Information Science"
3283,604,36040302,D008279,"Magnetic Resonance Imaging",E01,Diagnosis
3284,605,36044845,D001412,"Bacillus subtilis",B03,Bacteria
3285,605,36044845,D001426,"Bacterial Proteins",D12,"Amino Acids, Peptides, and Proteins"
3286,605,36044845,D018797,"Cell Cycle Proteins",D12,"Amino Acids, Peptides, and Proteins"
3287,605,36044845,D020090,"Chromosome Segregation",G04,"Cell Physiological Phenomena"
3288,605,36044845,D020090,"Chromosome Segregation",G05,"Genetic Phenomena"
3289,605,36044845,D002876,"Chromosomes, Bacterial",A11,Cells
3290,605,36044845,D002876,"Chromosomes, Bacterial",A20,"Bacterial Structures"
3291,605,36044845,D002876,"Chromosomes, Bacterial",G05,"Genetic Phenomena"
3292,605,36044845,D004247,DNA,D13,"Nucleic Acids, Nucleotides, and Nucleosides"
3293,605,36044845,D004269,"DNA, Bacterial",D13,"Nucleic Acids, Nucleotides, and Nucleosides"
3294,605,36044845,D013296,"Streptococcus pneumoniae",B03,Bacteria
3295,606,36080971,D000465,Algorithms,G17,"Mathematical Concepts"
3296,606,36080971,D000465,Algorithms,L01,"Information Science"
3297,606,36080971,D003201,Computers,L01,"Information Science"
3298,606,36080971,D000068997,Smartphone,L01,"Information Science"
3299,606,36080971,D014186,Transportation,J01,"Technology, Industry, and Agriculture"
3300,608,36018233,D020869,"Gene Expression Profiling",E05,"Investigative Techniques"
3301,608,36018233,D010641,Phenotype,G05,"Genetic Phenomena"
3302,608,36018233,D012984,Software,L01,"Information Science"
3303,608,36018233,D059467,Transcriptome,G02,"Chemical Phenomena"
3304,608,36018233,D059467,Transcriptome,G05,"Genetic Phenomena"
3305,608,36018233,D057188,Workflow,L01,"Information Science"
3306,610,36017878,D015982,Bias,N05,"Health Care Quality, Access, and Evaluation"
3307,610,36017878,D015982,Bias,N06,"Environment and Public Health"
3308,610,36017878,D001921,Brain,A08,"Nervous System"
3309,610,36017878,D000069550,"Machine Learning",G17,"Mathematical Concepts"
3310,610,36017878,D000069550,"Machine Learning",L01,"Information Science"
3311,610,36017878,D015233,"Models, Statistical",E05,"Investigative Techniques"
3312,610,36017878,D015233,"Models, Statistical",N05,"Health Care Quality, Access, and Evaluation"
3313,610,36017878,D015233,"Models, Statistical",N06,"Environment and Public Health"
3314,611,36007540,D000818,Animals,B01,Eukaryota
3315,611,36007540,D019070,"Cell Lineage",G04,"Cell Physiological Phenomena"
3316,611,36007540,D019070,"Cell Lineage",G07,"Physiological Phenomena"
3317,611,36007540,D019070,"Cell Lineage",G08,"Reproductive and Urinary Physiological Phenomena"
3318,611,36007540,D004622,"Embryo, Mammalian",A16,"Embryonic Structures"
3319,611,36007540,D053595,"Embryonic Stem Cells",A11,Cells
3320,611,36007540,D004707,Endoderm,A16,"Embryonic Structures"
3321,611,36007540,D054262,Gastrulation,G07,"Physiological Phenomena"
3322,611,36007540,D006321,Heart,A07,"Cardiovascular System"
3323,611,36007540,D008636,Mesencephalon,A08,"Nervous System"
3324,611,36007540,D051379,Mice,B01,Eukaryota
3325,611,36007540,D008954,"Models, Biological",E05,"Investigative Techniques"
3326,611,36007540,D054259,"Neural Tube",A16,"Embryonic Structures"
3327,611,36007540,D054261,Neurulation,G07,"Physiological Phenomena"
3328,611,36007540,D038081,Organogenesis,G07,"Physiological Phenomena"
3329,611,36007540,D038081,Organogenesis,G08,"Reproductive and Urinary Physiological Phenomena"
3330,611,36007540,D000071841,"PAX6 Transcription Factor",D12,"Amino Acids, Peptides, and Proteins"
3331,611,36007540,D016548,Prosencephalon,A08,"Nervous System"
3332,611,36007540,D019170,Somites,A16,"Embryonic Structures"
3333,613,35999575,D001647,"Bile Acids and Salts",D04,"Polycyclic Compounds"
3334,613,35999575,D003424,"Crohn Disease",C06,"Digestive System Diseases"
3335,613,35999575,D003430,"Cross-Sectional Studies",E05,"Investigative Techniques"
3336,613,35999575,D003430,"Cross-Sectional Studies",N05,"Health Care Quality, Access, and Evaluation"
3337,613,35999575,D003430,"Cross-Sectional Studies",N06,"Environment and Public Health"
3338,613,35999575,D005243,Feces,A12,"Fluids and Secretions"
3339,613,35999575,D006801,Humans,B01,Eukaryota
3340,613,35999575,D056186,Metagenomics,H01,"Natural Science Disciplines"
3341,613,35999575,D012336,"RNA, Ribosomal, 16S",D13,"Nucleic Acids, Nucleotides, and Nucleosides"
3342,615,36080784,D000465,Algorithms,G17,"Mathematical Concepts"
3343,615,36080784,D000465,Algorithms,L01,"Information Science"
3344,615,36080784,D014741,"Video Recording",L01,"Information Science"
3345,616,36081770,D001644,Bifidobacterium,B03,Bacteria
3346,616,36081770,D000086382,COVID-19,C01,Infections
3347,616,36081770,D000086382,COVID-19,C08,"Respiratory Tract Diseases"
3348,616,36081770,D000069196,"Gastrointestinal Microbiome",G06,"Microbiological Phenomena"
3349,616,36081770,D000069196,"Gastrointestinal Microbiome",G16,"Biological Phenomena"
3350,616,36081770,D000069196,"Gastrointestinal Microbiome",N06,"Environment and Public Health"
3351,616,36081770,D006801,Humans,B01,Eukaryota
3352,617,36052035,D000465,Algorithms,G17,"Mathematical Concepts"
3353,617,36052035,D000465,Algorithms,L01,"Information Science"
3354,617,36052035,D016571,"Neural Networks, Computer",G17,"Mathematical Concepts"
3355,617,36052035,D016571,"Neural Networks, Computer",L01,"Information Science"
3356,618,35997703,D001331,Automation,J01,"Technology, Industry, and Agriculture"
3357,618,35997703,D020285,"Cryoelectron Microscopy",E01,Diagnosis
3358,618,35997703,D020285,"Cryoelectron Microscopy",E05,"Investigative Techniques"
3359,619,35994486,D000595,"Amino Acid Sequence",G02,"Chemical Phenomena"
3360,619,35994486,D000595,"Amino Acid Sequence",L01,"Information Science"
3361,619,35994486,D015195,"Drug Design",E05,"Investigative Techniques"
3362,619,35994486,D011487,"Protein Conformation",G02,"Chemical Phenomena"
3363,619,35994486,D011506,Proteins,D12,"Amino Acids, Peptides, and Proteins"
3364,619,35994486,D016415,"Sequence Alignment",E05,"Investigative Techniques"
3365,620,36032954,D006801,Humans,B01,Eukaryota
3366,620,36032954,D033181,"Information Dissemination",L01,"Information Science"
3367,620,36032954,D019295,"Computational Biology",H01,"Natural Science Disciplines"
3368,620,36032954,D019295,"Computational Biology",L01,"Information Science"
3369,620,36032954,D012108,"Research Personnel",M01,Persons
3370,620,36032954,D011795,"Surveys and Questionnaires",E05,"Investigative Techniques"
3371,620,36032954,D011795,"Surveys and Questionnaires",N05,"Health Care Quality, Access, and Evaluation"
3372,620,36032954,D011795,"Surveys and Questionnaires",N06,"Environment and Public Health"
3373,622,36042884,D015374,"Biosensing Techniques",E05,"Investigative Techniques"
3374,622,36042884,D011506,Proteins,D12,"Amino Acids, Peptides, and Proteins"
3375,625,36035788,D000818,Animals,B01,Eukaryota
3376,625,36035788,D059014,"High-Throughput Nucleotide Sequencing",E05,"Investigative Techniques"
3377,625,36035788,D007395,Interneurons,A08,"Nervous System"
3378,625,36035788,D007395,Interneurons,A11,Cells
3379,625,36035788,D051379,Mice,B01,Eukaryota
3380,625,36035788,D009474,Neurons,A08,"Nervous System"
3381,625,36035788,D009474,Neurons,A11,Cells
3382,625,36035788,D012313,RNA,D13,"Nucleic Acids, Nucleotides, and Nucleosides"
3383,625,36035788,D017423,"Sequence Analysis, RNA",E05,"Investigative Techniques"
3384,626,36035799,D014176,"Protein Biosynthesis",G02,"Chemical Phenomena"
3385,626,36035799,D014176,"Protein Biosynthesis",G03,Metabolism
3386,626,36035799,D014176,"Protein Biosynthesis",G03,"[OBSOLETE] Metabolic Phenomena"
3387,626,36035799,D014176,"Protein Biosynthesis",G05,"Genetic Phenomena"
3388,626,36035799,D012333,"RNA, Messenger",D13,"Nucleic Acids, Nucleotides, and Nucleosides"
3389,626,36035799,D012270,Ribosomes,A11,Cells
3390,627,35982061,D007091,"Image Processing, Computer-Assisted",L01,"Information Science"
3391,627,35982061,D007422,Intestines,A03,"Digestive System"
3392,627,35982061,D009940,Organoids,A10,Tissues
3393,632,35978133,D000818,Animals,B01,Eukaryota
3394,632,35978133,D000954,"Antigens, Surface",D23,"Biological Factors"
3395,632,35978133,D003324,"Coronary Artery Disease",C14,"Cardiovascular Diseases"
3396,632,35978133,D056426,"Genetic Loci",G05,"Genetic Phenomena"
3397,632,35978133,D055106,"Genome-Wide Association Study",E05,"Investigative Techniques"
3398,632,35978133,D055106,"Genome-Wide Association Study",N06,"Environment and Public Health"
3399,632,35978133,D006801,Humans,B01,Eukaryota
3400,632,35978133,D051379,Mice,B01,Eukaryota
3401,632,35978133,D008894,"Milk Proteins",A12,"Fluids and Secretions"
3402,632,35978133,D008894,"Milk Proteins",D12,"Amino Acids, Peptides, and Proteins"
3403,632,35978133,D008894,"Milk Proteins",G07,"Physiological Phenomena"
3404,632,35978133,D008894,"Milk Proteins",J02,"Food and Beverages"
3405,632,35978133,D020641,"Polymorphism, Single Nucleotide",G05,"Genetic Phenomena"
3406,633,35970979,D055106,"Genome-Wide Association Study",E05,"Investigative Techniques"
3407,633,35970979,D055106,"Genome-Wide Association Study",N06,"Environment and Public Health"
3408,633,35970979,D007214,Indonesia,Z01,"Geographic Locations"
3409,633,35970979,D020412,"Multifactorial Inheritance",G05,"Genetic Phenomena"
3410,633,35970979,D016571,"Neural Networks, Computer",G17,"Mathematical Concepts"
3411,633,35970979,D016571,"Neural Networks, Computer",L01,"Information Science"
3412,633,35970979,D012275,Oryza,B01,Eukaryota
3413,633,35970979,D020641,"Polymorphism, Single Nucleotide",G05,"Genetic Phenomena"
3414,634,35970824,D006801,Humans,B01,Eukaryota
3415,634,35970824,D016571,"Neural Networks, Computer",G17,"Mathematical Concepts"
3416,634,35970824,D016571,"Neural Networks, Computer",L01,"Information Science"
3417,634,35970824,D066330,"Printing, Three-Dimensional",J01,"Technology, Industry, and Agriculture"
3418,634,35970824,D066330,"Printing, Three-Dimensional",L01,"Information Science"
3419,635,35965468,D000086382,COVID-19,C01,Infections
3420,635,35965468,D000086382,COVID-19,C08,"Respiratory Tract Diseases"
3421,635,35965468,D000079803,"Data Management",L01,"Information Science"
3422,635,35965468,D006801,Humans,B01,Eukaryota
3423,635,35965468,D058873,Pandemics,N06,"Environment and Public Health"
3424,635,35965468,D012984,Software,L01,"Information Science"
3425,635,35965468,D057188,Workflow,L01,"Information Science"
3426,636,35965467,D000086382,COVID-19,C01,Infections
3427,636,35965467,D000086382,COVID-19,C08,"Respiratory Tract Diseases"
3428,636,35965467,D006801,Humans,B01,Eukaryota
3429,636,35965467,D058873,Pandemics,N06,"Environment and Public Health"
3430,641,35960767,D000200,"Action Potentials",G04,"Cell Physiological Phenomena"
3431,641,35960767,D000200,"Action Potentials",G07,"Physiological Phenomena"
3432,641,35960767,D000200,"Action Potentials",G11,"Musculoskeletal and Neural Physiological Phenomena"
3433,641,35960767,D001921,Brain,A08,"Nervous System"
3434,641,35960767,D003198,"Computer Simulation",L01,"Information Science"
3435,641,35960767,D008959,"Models, Neurological",E05,"Investigative Techniques"
3436,641,35960767,D009474,Neurons,A08,"Nervous System"
3437,641,35960767,D009474,Neurons,A11,Cells
3438,642,35960757,D000818,Animals,B01,Eukaryota
3439,642,35960757,D002454,"Cell Differentiation",G04,"Cell Physiological Phenomena"
3440,642,35960757,D006801,Humans,B01,Eukaryota
3441,642,35960757,D008322,Mammals,B01,Eukaryota
3442,642,35960757,D032383,"Myocytes, Cardiac",A07,"Cardiovascular System"
3443,642,35960757,D032383,"Myocytes, Cardiac",A10,Tissues
3444,642,35960757,D032383,"Myocytes, Cardiac",A11,Cells
3445,642,35960757,D016571,"Neural Networks, Computer",G17,"Mathematical Concepts"
3446,642,35960757,D016571,"Neural Networks, Computer",L01,"Information Science"
3447,644,35960807,D002462,"Cell Membrane",A11,Cells
3448,644,35960807,D003593,Cytoplasm,A11,Cells
3449,644,35960807,D004058,Diffusion,G01,"Physical Phenomena"
3450,644,35960807,D004058,Diffusion,G02,"Chemical Phenomena"
3451,644,35960807,D004926,"Escherichia coli",B03,Bacteria
3452,644,35960807,D029968,"Escherichia coli Proteins",D12,"Amino Acids, Peptides, and Proteins"
3453,645,35962314,D000818,Animals,B01,Eukaryota
3454,645,35962314,D017173,"Caenorhabditis elegans",B01,Eukaryota
3455,645,35962314,D005456,"Fluorescent Dyes",D27,"Chemical Actions and Uses"
3456,645,35962314,D007700,Kinetics,G01,"Physical Phenomena"
3457,645,35962314,D007700,Kinetics,G02,"Chemical Phenomena"
3458,645,35962314,D008856,"Microscopy, Fluorescence",E01,Diagnosis
3459,645,35962314,D008856,"Microscopy, Fluorescence",E05,"Investigative Techniques"
3460,645,35962314,D038761,Photobleaching,G02,"Chemical Phenomena"
3461,651,35946162,D000818,Animals,B01,Eukaryota
3462,651,35946162,D020916,Conotoxins,D20,"Complex Mixtures"
3463,651,35946162,D020916,Conotoxins,D23,"Biological Factors"
3464,651,35946162,D052078,"Conus Snail",B01,Eukaryota
3465,651,35946162,D003545,Cysteine,D02,"Organic Chemicals"
3466,651,35946162,D003545,Cysteine,D12,"Amino Acids, Peptides, and Proteins"
3467,651,35946162,D010455,Peptides,D12,"Amino Acids, Peptides, and Proteins"
3468,651,35946162,D012908,Snails,B01,Eukaryota
3469,651,35946162,D014688,Venoms,A12,"Fluids and Secretions"
3470,651,35946162,D014688,Venoms,D20,"Complex Mixtures"
3471,651,35946162,D014688,Venoms,D23,"Biological Factors"
3472,652,35945544,D000465,Algorithms,G17,"Mathematical Concepts"
3473,652,35945544,D000465,Algorithms,L01,"Information Science"
3474,652,35945544,D019985,Benchmarking,N04,"Health Services Administration"
3475,652,35945544,D019985,Benchmarking,N05,"Health Care Quality, Access, and Evaluation"
3476,652,35945544,D016000,"Cluster Analysis",E05,"Investigative Techniques"
3477,652,35945544,D016000,"Cluster Analysis",N05,"Health Care Quality, Access, and Evaluation"
3478,652,35945544,D016000,"Cluster Analysis",N06,"Environment and Public Health"
3479,652,35945544,D000077321,"Deep Learning",G17,"Mathematical Concepts"
3480,652,35945544,D000077321,"Deep Learning",L01,"Information Science"
3481,652,35945544,D006801,Humans,B01,Eukaryota
3482,654,35938928,D011992,Endosomes,A11,Cells
